Url,Identifier,PrefLabel,Definition,Version,Deprecated,Date
http://vocab.nerc.ac.uk/collection/L22/current/NETT0172/,SDN:L22::NETT0172,Marine Scotland Opening Closing Environmental Acoustic Net MKII,"An oceanographic sampler designed to be towed behind a vessel at a rate of 2-4 knots. The sampler includes 7 nets with mouth openings of 10cm internal and 160cms long. The nets are mounted in a removable stainless steel frame, which fits into the main stainless steel sampler frame, and can be changed to suit sampling requirements. The system can be fitted with live codend buckets or codend bags of similar mesh to the sampling nets. The system is pre-programmed using a computer which allocates depths where the sampler will activate.The operator can elect to sample down and up through the water column or only on the down leg or up leg. The  main nose cone contains a Marine Scotland titanium flowmeter whose measurements are recorded on a data logger. The system also contains a motor that controls the opening and closing of nets. The system also normally carries 7 water sampling bottles, an optical plankton counter and an SBE911 CTD fitted with transmissometer and fluorometer. The sampler is rated to 1000 m and can carry up to 250kg of other instrumentation.",1,false,2012-09-25 14:08:12.0
http://vocab.nerc.ac.uk/collection/L22/current/TOOL0742/,SDN:L22::TOOL0742,C and C Technologies C-Nav2000 satellite positioning system receiver,"A 10-channel all-in-view L-band receiver, the C-Nav2000 produces positional fixes with a horizontal accuracy of <10cm and a vertical accuracy of <30cm. The instrument has a range of user-programmable output rates.",1,false,2014-07-17 15:46:36.0
http://vocab.nerc.ac.uk/collection/L22/current/TOOL0585/,SDN:L22::TOOL0585,NBA DNC-2B recording current meter,"A self-logging instrument measuring current speed with an impeller directly coupled to an electronic reed switch counter and current direction with a digital magnetic compass with 7-bit optical encoder. Provision is included for two optional sensors each mesuring temperature, pressure or conductivity.  Accuracy quoted as +/- 2 per cent for speed, +/- 3 degrees for direction, +/- 0.25C for temperature, +/- 1 per cent for pressure and +/- 4 per cent for conductivity. Further information may be found in http://www.bodc.ac.uk/data/documents/nodb/508/ . Manufacturer went into liquidation in November 2012.",2,false,2013-01-10 10:12:44.0
http://vocab.nerc.ac.uk/collection/L22/current/TOOL1115/,SDN:L22::TOOL1115,Metrohm 888 Titrando pentiometric titrator,"A modular pentiometric titrator  for dynamic, monotonic and  set endpoint titrations. The instrument consists of an intergrated buret, rod or magnetic stirrer and dosing system. Operation is carried out by means of a touch-sensitive display or with high-performance PC software. Temperature is measured by a Pt1000 or NTC.  It has a measuring range of -13 to 20 pH, resolution of 0.001 pH and measuring\naccuracy of +/-0.003 pH.",2,false,2017-08-10 12:25:40.0
http://vocab.nerc.ac.uk/collection/L22/current/TOOL0885/,SDN:L22::TOOL0885,Sperry Marine MK39 inertial navigation system,"An inertial navigation system which uses a Ring-Laser gyro. It calculates, via dead reckoning, the position, heading, attitude and velocity. It is mainly used in naval ships. Heading acurracy: 3 Arcmin Sec (Lat) RMS and 7 Arcmin Sec (Lat) Peak. Position: 1.0 nm in 8 hr TRMS.",1,false,2015-06-17 10:53:15.0
http://vocab.nerc.ac.uk/collection/L22/current/TOOL0019/,SDN:L22::TOOL0019,Sea-Bird SBE 37-IMP MicroCAT C-T Sensor,The SBE 37 MicroCAT is a high accuracy conductivity and temperature recorder with an optional pressure sensor designed for deployment on moorings. The IMP model has an inductive modem for real-time data transmission plus internal flash memory data storage with an internal pump to improve conductivity response and protection against fouling.,3,false,2017-04-03 11:45:41.0
http://vocab.nerc.ac.uk/collection/L22/current/TOOL000X/,SDN:L22::TOOL000X,inapplicable,There is no appropriate value. To be used in cases where metadata elements cannot be set null due to schema constraints.,1,false,2017-03-22 11:14:12.0
http://vocab.nerc.ac.uk/collection/L22/current/TOOL0319/,SDN:L22::TOOL0319,Kongsberg (Simrad) EA600 Echosounder,The EA600 single beam echosounder operates up to four high power transceivers simultaneously. Available frequencies span from 12 to 710 kHz with a variable power output of up to 2 kW and a 160 dB dynamic range. The EA600 replaced the EA500 in 2000.,1,false,2010-09-06 12:45:22.0
http://vocab.nerc.ac.uk/collection/L22/current/NETT0023/,SDN:L22::NETT0023,Closing Net - Hart (1935),"A rod of wood or pipe is outfitted with a combination wire clamp and closing release at the top and a pair of snap hooks at the bottom, one to secure the device to the wire and one to secure the bottom portion of the net. Attached to the rod is a net with a bridle which inserts into the release latch. Midway along the pipe is a second snap hook which is attached to the mid section of the net. Multiples of these units may be attached to the wire at various depth intervals as the wire is lowered vertically into the water.  Plankton collections are made as the nets are hauled up until a messenger hitting the release lets the bridle go, thus closing the net [Wiebe and Benfield 2003 Plate 5 B].",1,false,2011-10-21 14:18:49.0
http://vocab.nerc.ac.uk/collection/L22/current/TOOL0619/,SDN:L22::TOOL0619,VIZ 1223 Radiosonde,"An instrument package in common use in the 1970s and 1980s comprising a rod thermistor (for air temperature measurements), a carbon hygristor (for humidity measurements) and an aneroid pressure sensor with a radio data transmitter. The package was attached to a balloon filled with hydrogen or helium and released to measure an atmospheric profile on the ascent and, if fitted with a parachute, the descent. The radio retransmitted LORAN-C signals allowing the balloon to be tracked giving measurements of winds.",1,false,2013-05-09 14:54:45.0
http://vocab.nerc.ac.uk/collection/L22/current/TOOL0404/,SDN:L22::TOOL0404,Sonic Gill R3-100 Research sonic anemometer,"Triaxial sonic anemometer with symmetrical head (vertical configuration with 3-fold rotational symmetry) and a data output rate of 100Hz. The sensor head incorporates three pairs of transducers orientated orthogonally across the measurement region. Each transducer in a pair alternately transmits and receives ultrasound pulses to and from its partner. By measuring the travel time of the pulse in both directions, the velocity component of the air flow along the line of each transducer pair is determined. A mathematical transformation converts the three wind vectors into U, V, W resultants.",1,false,2011-07-01 10:22:02.0
http://vocab.nerc.ac.uk/collection/L22/current/TOOL0269/,SDN:L22::TOOL0269,anemometer,"A generic term for a mechanical device for measuring wind speed and direction designed for use where no information on instrument make, model or measurement principle are obtainable.",1,false,2010-05-18 16:10:58.0
http://vocab.nerc.ac.uk/collection/L22/current/TOOL0616/,SDN:L22::TOOL0616,Gill Instruments Ltd WindMaster ultrasonic anemometer,"Three axis ultrasonic anemometer offers sonic temperature, speed of sound and wind vector outputs at 20 Hz (32 Hz option). The instrument measures the time taken for an ultrasonic pulse of sound to travel from an upper transducer to the opposite lower transducer, and compares it with the time for a pulse to travel from lower to upper transducer. It has an aluminium/carbon fibre construction and will monitor either 0-60 m/s (0 - 134 mph) or 0-45 m/s (0-100 mph) wind speed depending upon the model. The units of wind speed, output rate, and formats are all user selectable. There are several optional analogue outputs and inputs depending on the model. Windspeed accuracy is 1.5 percent root mean squared (0 - 20 m/s) and wind direction accuracy is 2 degrees at less than 25 m/s.",1,false,2013-04-23 11:32:18.0
http://vocab.nerc.ac.uk/collection/L22/current/TOOL0127/,SDN:L22::TOOL0127,Vaisala WAV151 wind vane,"A counter-balanced, low-threshold, optoelectic wind-vane. Infrared LEDs and phototransistors are mounted on six orbits on each side of a 6-bit GRAY-coded disc. Turning the vane causes the disc to change the code received by the phototransistors.",1,false,2010-05-18 16:10:58.0
http://vocab.nerc.ac.uk/collection/L22/current/TOOL0084/,SDN:L22::TOOL0084,Sonic Gill R3A-100 Research sonic anemometer,"Triaxial sonic anemometer with asymmetric head and a data output rate of 100Hz. The sensor head of the anemometer consists of three pairs of transducers orientated at different angles across the measurement region. Each pair of transducers act alternately as transmitters and receivers, sending pulses of ultrasound between them. By measuring the time of flight of the pulse in both directions, the velocity component of the air flow along the line of the transducer pair can be determined. This measurement is carried out for each of the three transducer pairs in turn. A mathematical transformation is then performed, to convert the resulting three wind vectors into U,V,W format.",2,false,2011-07-01 10:14:11.0
http://vocab.nerc.ac.uk/collection/L22/current/TOOL0704/,SDN:L22::TOOL0704,Gill Instruments WindObserver II Anemometer,"The WindObserver II is a solid state ultrasonic anemometer, with a stainless steel housing suitable for marine and offshore applications. It measures wind speed and direction over ranges of 0-65 m/s and 0-359 degrees respectively.",1,false,2014-06-12 18:07:30.0
http://vocab.nerc.ac.uk/collection/L22/current/TOOL0280/,SDN:L22::TOOL0280,Cup and vane anemometer,"A generic term for a device that measures windspeed by determining the speed of rotation of 3 cups mounted on horizontal arms with a central pivot and wind direction by determining the orientation of a separate pivot-mounted sail. The term is for use where the measurement principle is known, but details of the make and model number are not known.",1,false,2010-05-18 16:10:58.0
http://vocab.nerc.ac.uk/collection/L22/current/TOOL1402/,SDN:L22::TOOL1402,Metek uSonic-3 Scientific {formerly: USA-1} ultrasonic anemometer,"A high precision 3D sonic anemometer. Typical applications for this device include: meteorological systems, meteorological networks, measuring dispersion parameters for pollution modelling, research stations, industrial sites, air quality forecasts, eddy correlation fluxes, marine and offshore platforms, wind shear detection, wind energy, and wake vortex monitoring. This device takes accurate measurement of 3 wind components and turbulence. Constructed with stainless steel. Optional extensions are sensor head heating, analogue data output, analogue data input, separation of sensor head and electronic, online turbulence calculation. Measuring range 0 to 60 m/s , - 40 to + 70 deg C. Resolution = 0.01 m/s, 0.1 deg ,0.01 K.",2,false,2020-02-14 10:25:04.0
http://vocab.nerc.ac.uk/collection/L22/current/TOOL0607/,SDN:L22::TOOL0607,Munro SO/8 cup and vane anemometer,A cup and vane anemometer measuring horizontal wind speed and direction.,1,false,2013-03-22 16:36:45.0
http://vocab.nerc.ac.uk/collection/L22/current/TOOL0615/,SDN:L22::TOOL0615,Gill Instruments Ltd WindMaster pro ultrasonic anemometer,"Three axis ultrasonic anemometer offers sonic temperature, speed of sound and wind vector outputs at 32 Hz. The instrument measures the time taken for an ultrasonic pulse of sound to travel from an upper transducer to the opposite lower transducer, and compares it with the time for a pulse to travel from lower to upper transducer. It has a stainless steel construction and will monitor either 0-60 m/s (0 - 134 mph) or 0-65 m/s (0-145 mph) wind speed depending upon the model. The units of wind speed, output rate, and formats are all user selectable. There are several optional analogue outputs and inputs depending on the model. Windspeed accuracy is 1.5 percent root mean squared (0 - 20 m/s) and wind direction accuracy is 2 degrees at less than 25 m/s.",1,false,2013-04-23 11:31:52.0
http://vocab.nerc.ac.uk/collection/L22/current/TOOL0691/,SDN:L22::TOOL0691,CAE DV20/VV20 anemometer,"A cup and vane anemometer with sensity of 0.02 m/s and accuracy of +/-1 percent from 0 to 61 m/s, and 0 to 360 degrees. Operating temperature range is -30 to 60 degC.",1,false,2014-05-01 15:04:32.0
http://vocab.nerc.ac.uk/collection/L22/current/TOOL1031/,SDN:L22::TOOL1031,Airmar Ultrasonic WeatherStation 150WX,"Airmar Ultrasonic WeatherStation 150WX is a compact meteorological station designed to provide real-time, site-specific weather information on moving platforms. The instrument combines up to seven sensors to measure apparent and true wind speed and direction, barometric pressure, air temperature, relative humidity, dew point and wind chill temperature. Ultrasonic readings of true and apparent wind speed and direction are taken for wind speeds up to 40 m/s. This model includes: optional heater and upper ring; field-serviceable relative humidity calculated dew point and heat index; a 10 Hz GPS; a two-axis solid-state compass; a three-axis accelerometer. Output options include RS422/CAN BUS and RS232/CAN BUS.",1,false,2016-10-24 14:25:31.0
http://vocab.nerc.ac.uk/collection/L22/current/TOOL0605/,SDN:L22::TOOL0605,Gill Instruments Intrinsically Safe WindObserver anemometer,A 2-axis ultrasonic anemometer measuring horizontal wind speed and direction that is suitable for hazardous environments such as oil platforms.,1,false,2013-03-22 16:30:34.0
http://vocab.nerc.ac.uk/collection/L22/current/TOOL1279/,SDN:L22::TOOL1279,Delta-T Devices WS-GP1 Weather Station,"A compact Weather Station supplied as a ready to use package with sensors, two-metre tripod mast and GPRS modem download options. The instrument is designed for use in meteorology, climate change monitoring, environmental compliance, eco?physiology, water resource studies, waste management, crop trials and agro-meteorology. It primarily measures rainfall, solar radiation, wind speed and direction, relative humidity and air temperature. Operation is by connecting to a PC and ensuring correct sensor set up. The sensors and logger are ready assembled and pre?wired on the cross?arm. Key characterists include its portability, it is pre-wired for rapid set up, and comes with the use of DeltaLINK-Cloud data viewing and sharing service. The typical air temperature accuracy is +/- 0.3 degC. Humidity accuacy is +/- 2% RH. Wind direction accuracy is +/-4 degrees with 0.5 degrees resolution, and wind speed accuracy is +/- 0.1m.s?1.",1,false,2018-09-10 16:23:45.0
http://vocab.nerc.ac.uk/collection/L22/current/TOOL1213/,SDN:L22::TOOL1213,Gill Windobserver 70 (ultrasonic) anemometer,"A solid state, heated ultrasonic anemometer. Designed for use within the aviation industry and for more extreme weather conditions. It measures the times taken for an ultrasonic pulse of sound to travel from the North transducer to the South transducer, and compares it with the time for a pulse to travel from S to N transducer. Likewise times are compared between West and East, and E and W transducer. The wind speed and direction (and the speed of sound) can then be calculated from\nthe differences in the times of flight on each axis. This calculation is independent of factors such as temperature. It uses 150 Watts of electrical heating in the anemometer head to prevent icing. Wind speed accuracy is +/-2% at 12 m/s. Wind direction accuracy is +/-2 degrees at 12 m/s.",4,false,2018-02-12 09:43:35.0
http://vocab.nerc.ac.uk/collection/L22/current/TOOL0197/,SDN:L22::TOOL0197,Gill Windsonic anemometer,"A 2-axis sonic anemometer measuring horizontal wind speed and direction that is suitable for land-based and marine environments. Available in four options, providing a number of different digital and analogue outputs.",2,false,2010-11-18 12:39:41.0
http://vocab.nerc.ac.uk/collection/L22/current/TOOL0195/,SDN:L22::TOOL0195,Young MA05106 Wind Monitor anemometer,A lightweight anemometer with a helicoid propellor speed sensor attached to a vane. The instrument is designed to withstand the marine environment.,1,false,2010-05-18 16:10:58.0
http://vocab.nerc.ac.uk/collection/L22/current/TOOL0606/,SDN:L22::TOOL0606,Muir Matheson OMC-150 Combined Wind Speed and Direction Sensor,A cup and vane anemometer measuring horizontal wind speed and direction that is suitable for hazardous environments.,1,false,2013-03-22 16:34:21.0
http://vocab.nerc.ac.uk/collection/L22/current/TOOL0260/,SDN:L22::TOOL0260,Young 05103 Wind Monitor anemometer,An anemometer with a four blade helicoid propeller and lightweight direction vane. Vane angle is sensed by a precision potentiometer. The instrument body is UV stabilized plastic with stainless steel and anodized aluminium fittings. The instrument mounts on standard 1 inch pipe. Windspeed accuracy is +-0.3m/s and wind direction accuracy is 3 degrees.,3,false,2019-11-27 16:07:36.0
http://vocab.nerc.ac.uk/collection/L22/current/TOOL1032/,SDN:L22::TOOL1032,Airmar Ultrasonic WeatherStation 200WX,"Airmar Ultrasonic WeatherStation 200WX is a compact meteorological station designed to provide real-time, site-specific weather information on moving platforms. The instrument combines up to seven sensors to measure apparent and true wind speed and direction, barometric pressure, air temperature, relative humidity, dew point and wind chill temperature. Ultrasonic readings of true and apparent wind speed and direction are taken for wind speeds up to 40 m/s. This model includes: optional heater and upper ring; field-serviceable relative humidity calculated dew point and heat index; a 10 Hz GPS; a three-axis solid-state compass with dynamic stabilisation; a three-axis accelerometer; three-axis rate gyros. Output options include RS422/CAN BUS and RS232/CAN BUS.",1,false,2016-10-24 14:25:31.0
http://vocab.nerc.ac.uk/collection/L22/current/TOOL0126/,SDN:L22::TOOL0126,Vaisala WAA151 cup anemometer,"Three lightweight, conical cups mounted on the cup wheel providing linearity with windspeeds up to 75m/s. Rotation speed is measured by a disk attached to the shaft cutting an infrared light beam 14 times per revolution producing pulses counted by a phototransistor. The output rate is directly proportional to wind speed. Improvements over the WAA15A, which the WAA151 is designed to replace, are plug-and-play electrical and mechanical design, an improved mechanical shaft attachment and addition of electrical lightning protection. Both models have the same output, mounting and wiring scheme and so are totally interchangeable.",2,false,2015-06-10 08:02:32.0
http://vocab.nerc.ac.uk/collection/L22/current/TOOL1030/,SDN:L22::TOOL1030,Airmar Ultrasonic WeatherStation 110WX,"Airmar Ultrasonic WeatherStation 110WX is a compact meteorological station designed to provide real-time, site-specific weather information on stationary platforms. The instrument combines up to seven sensors to measure apparent wind speed and direction, barometric pressure, air temperature, relative humidity, dew point and wind chill temperature. Ultrasonic readings of apparent wind speed and direction are taken for wind speeds up to 40 m/s. This model includes optional heater and upper ring, as well as field-serviceable relative humidity calculated dew point and heat index. Output options include RS422/CAN BUS and RS232/CAN BUS.",1,false,2016-10-24 14:25:31.0
http://vocab.nerc.ac.uk/collection/L22/current/TOOL0039/,SDN:L22::TOOL0039,Sea-Bird SBE 13 Dissolved Oxygen Sensor,Dissolved oxygen sensor with either a Beckmann (SBE 13B) or YSI polarographic element (SBE 13Y limited to 2000m depth). Designed to interface with the SBE 9 and 9plus CTD underwater units. An optional plenum to connect into the pumped plumbing system was available but usage with the membrane exposed was possible. Replaced by the SBE 43 in 2001.,2,false,2010-11-18 12:39:41.0
http://vocab.nerc.ac.uk/collection/L22/current/TOOL0919/,SDN:L22::TOOL0919,Kipp and Zonen CM5 pyranometer,A first class pyranometer that measures solar irradiance. It uses a Moll thermopile consisting of 14 constantan-Manganin junctions and a pair of Schott K5 glass domes. The transmittance spectra of the K5 exhibits a cut-on limit at 310 nm in the ultraviolet and a cut-off limit at the 2800 nm. A desiccant cartridge is mounted in the core of the radiometer.,1,false,2015-07-30 14:44:53.0
http://vocab.nerc.ac.uk/collection/L22/current/TOOL0841/,SDN:L22::TOOL0841,Valeport MIDAS Surveyor,A combined GPS receiver and echosounder designed for small-scale hydrographic surveys. Standard configuration includes a 210 kHz transducer with a 12-channel GSP/SBAS receiver and combined antenna accurate to +/-4m or +/-2m with SBAS correction. Dual (201/33 kHz) and 16-channel high accuracy GPS are available as an option. More information is available at http://www.valeport.co.uk/Portals/0/Docs/Datasheets/Valeport_MidasSurveyor_v2b.pdf.,1,false,2015-03-26 13:45:24.0
http://vocab.nerc.ac.uk/collection/L22/current/TOOL0926/,SDN:L22::TOOL0926,Trimble 4000DS Global Positioning System receiver,"The Trimble 4000DS Differential Surveyor is similar to the 4000RS (a Maxwell-based receiver that is oriented toward precision positioning applications. It is intended for use as a DGPS base station, generating RTCM-104 corrections). The 4000Ds can apply RTCM-104 corrections to the satellite data it receives in order to generate accurate position fixes in real time.",1,false,2015-07-30 14:44:53.0
http://vocab.nerc.ac.uk/collection/L22/current/TOOL0348/,SDN:L22::TOOL0348,Fugro SeaSTAR 9200-G2 Differential Navigation System receiver,"A dual-frequency Differential Global Satellite Navigation System (DGSNS) receiver that incorporates both GPS and GLONASS reception capability. It also tracks the Fugro L-Band satellite broadcast of DGNSS corrections and, as backup, can receive these corrections via the internet. This functionality allows the instrument to provide positional information with a horizontal accuracy of 15cm and a vertical accuracy of 20cm.",1,false,2010-09-06 12:45:22.0
http://vocab.nerc.ac.uk/collection/L22/current/TOOL0763/,SDN:L22::TOOL0763,Northstar 957 SGPS/WAAS receiver,The Northstar 957 SGPS/WAAS receiver is an optional component of the Northstar 957 GPS/WASS vector chart navigator. Measurements have accuracy of 3m for this model.,1,false,2014-08-15 11:24:21.0
http://vocab.nerc.ac.uk/collection/L22/current/TOOL1280/,SDN:L22::TOOL1280,Trimble 5800 GPS System,"An integrated 24-channel dual-frequency GPS receiver scalable from L1 postprocessing to full real-time kinematic (RTK) configurations. The instrument is designed for use in surveying, construction and asset management and it primarily measures geographic position and elevation. Key characteristics include the instrument's integration on a cable-free rover, allowing flexibility and ease of operation in the field. The GPS also utilises Trimble's proven Maxwell technology for robust GPS tracking, and the four-point antenna feed provides sub-millimeter phase center stability. The position of the UHF radio antenna mounting increases accuracy by being out of the GPS line-of-sight, reducing multipath and avoiding interference with the GPS antenna. Two additional channels for WAAS and EGNOS tracking enables performance of real-time differential surveys to GIS grade without a base station. The instrument exhibits low noise L1 and L2 carrier phase measurements at <1 mm precision in a 1 Hz bandwidth. The instrument has a code differential resolution of +/- 0.25 m (horizontal) and +/- 0.5 m (vertical), and a kinematic resolution of +/- 10 mm (horizontal) and +/- 20 mm (vertical). It can operate in temperatures ranging from -40 to +65 degC.",1,false,2018-09-10 16:23:45.0
http://vocab.nerc.ac.uk/collection/L22/current/TOOL0391/,SDN:L22::TOOL0391,Trimble 4000DL Global Positioning System receiver,A differential GPS receiver used on research vessels during the 1990s and early 2000s. Cruise literature reports that this instrument used an 8-channel receiver. Maximum sampling rate is recorded as approximately 1 Hz.,1,false,2011-04-14 09:29:16.0
http://vocab.nerc.ac.uk/collection/L22/current/TOOL0482/,SDN:L22::TOOL0482,Trimble Applanix POSMV global positioning system,"The Position and Orientation Systems for Marine Vessels (POSMV) is a real time kinematic (RTK) and differential global positioning system (DGPS) receiver for marine navigation. It includes an inertial system that provides platform attitude information. The instrument provides accurate location, heading, velocity, attitude, heave, acceleration and angular rate measurements.",1,false,2012-03-19 13:44:14.0
http://vocab.nerc.ac.uk/collection/L22/current/TOOL0936/,SDN:L22::TOOL0936,Simrad Navico MX412 differential global positioning system,"A 12-channel (L1, 1575 MHz, C/A code) GPS and 2 beacon DGPS receiver (283.5-325 KHz). It comprises a MX412 Control and Display Unit (CDU) of unknown sub-model, fitted to a co-axial cabled, combined GPS and beacon combo antenna (compatible models are MGL-4, MGL-3 or MXB5). Depending on the combo antenna unit used, the system can achieve <1 - 2 m accuracy in areas with good beacon differential coverage. The navigation system has been replaced by the MX512.",1,false,2015-08-06 14:57:02.0
http://vocab.nerc.ac.uk/collection/L22/current/TOOL0762/,SDN:L22::TOOL0762,Northstar 952 GPS receiver,"The Northstar 952 combines GPS navigation with Differential GPS capability, high definition display, loran compatibility, built-in tide data up to year 2010, and other navigation features. The 12 parallel dual channel updates once every second with a 3m accuracy. This instrument has been discontinued.",1,false,2014-08-15 11:24:21.0
http://vocab.nerc.ac.uk/collection/L22/current/TOOL0765/,SDN:L22::TOOL0765,Northstar 941XD GPS receiver,"The Northstar 941XD combines a 12-channel GPS navigation with Differential GPS capability, high definition display, loran compatibility, built-in tide data up to year 2010, and other navigation features. This model contains an internal DGPS (differential GPS) receiver. This provides accuracy in the 2-5m range.",1,false,2014-08-15 11:24:21.0
http://vocab.nerc.ac.uk/collection/L22/current/TOOL0751/,SDN:L22::TOOL0751,Applanix POSMV 320 global positioning system,"The Applanix POS/MV 320 (POS) is a vessel positioning and orientation system. The GPS aided Inertial Motion Unit (IMU) provides measurements of roll, pitch, and heading that are all accurate to +/- 0.02 degrees. There have been 5 generations of this unit (V1-5).",2,false,2014-12-12 12:30:04.0
http://vocab.nerc.ac.uk/collection/L22/current/TOOL0743/,SDN:L22::TOOL0743,C and C Technologies C-Nav2050G satellite positioning system receiver,"A 26-channel all-in-view receiver, with 12-channels available for each of L1 and L2, plus two channels for SBAS. The C-Nav2000 produces positional fixes with a horizontal accuracy of <10cm and a vertical accuracy of <15cm. The instrument has a range of user-programmable output rates up to 50 Hz for raw data, and 25 Hz for position, velocity and time data. The C-Nav2050G is the standard model. A C-Nav2050M is available with a 1PPS output port and a combined Event/CAN Bus interface port. A C-nav2050R is available, which allows for two L-Band signal connections: one for the Dual Frequency GPS antenna and the other for a hi-gain L-band communication satellite antenna.",1,false,2014-07-17 15:46:36.0
http://vocab.nerc.ac.uk/collection/L22/current/TOOL0882/,SDN:L22::TOOL0882,Rockwell Collins PLGR 96 global positioning receiver,Handheld precision lightweight differential GPS (DGPS) receiver (with a vehicle mounting option). The unit can be programmed on-site at a rate of up to 900 units per day to minimize downtime. Accuracy is less than 1 m in DGPS mode.,1,false,2015-06-16 17:00:57.0
http://vocab.nerc.ac.uk/collection/L22/current/TOOL0764/,SDN:L22::TOOL0764,Northstar 941X GPS receiver,"The Northstar 941X combines 12-channels GPS navigation with Differential GPS capability, high definition display, loran compatibility, built-in tide data up to year 2010, and other navigation features. This instrument has been discontinued.",1,false,2014-08-15 11:24:21.0
http://vocab.nerc.ac.uk/collection/L22/current/TOOL1258/,SDN:L22::TOOL1258,British Antarctic Survey prototype re-usable Sonic sonobuoy,"A British Antarctic Survey-built prototype of a free-floating re-usable sonobuoy, designed to record low frequency acoustic information generated by remote marine seismic sources. The instrument is used in conjunction with a towed airgun array, or other remote marine seismic sources. Further details can be found in section 10.10 of JR18 cruise report.",3,false,2018-08-20 14:30:58.0
http://vocab.nerc.ac.uk/collection/L22/current/TOOL0110/,SDN:L22::TOOL0110,Florida-Bahamas cable from 1990,"Cabling installed on the seabed primarily to provide a telecommunication link between Florida and the Bahamas from 1990, but able to provide information on currents due to resistance variation. More information at http://www.bodc.ac.uk/data/documents/nodb/110741/.",2,false,2010-11-18 12:39:41.0
http://vocab.nerc.ac.uk/collection/L22/current/TOOL0410/,SDN:L22::TOOL0410,Kipp and Zonen CM6B pyranometer,"A pyranometer that measures solar irradiance with a spectral range of 305-2800 nm. The robust sensor requires no power and provides all weather performance. It has a response time of 18 seconds, a maximum irradiance of 2000 W/m^2 and an expected daily accuracy of +/- 5%.",1,false,2011-08-01 09:25:01.0
http://vocab.nerc.ac.uk/collection/L22/current/TOOL0436/,SDN:L22::TOOL0436,University of Leeds compact Fluorescence Assay by Gas Expansion instrument,"The compact Fluorescence Assay by Gas Expansion (FAGE) instrument is used in ship and aircraft deployments to measure hydroxyl radicals (OH) and iodine monoxide radicals (IO). It uses low pressure Laser Induced Fluorescence (LIF). The laser, tuned to 308 nm for OH or to 445 nm for IO, is directed through the ambient air sample. The resulting fluorescence is filtered and focussed onto a photomultiplier tube, and analysed by photon counting. The signal is calibrated using known standards of OH and IO.",1,false,2011-11-07 15:23:52.0
http://vocab.nerc.ac.uk/collection/L22/current/NETT0140/,SDN:L22::NETT0140,Plankton-Bar - Tonolli (1951),A device for continuously sampling plankton from several depths simultaneously using a combination of ~18 cm diameter nets with 38 meshes per cm and a pumping system.  Five nets with equidistant spacing on a towing wire were normally used [Wiebe and Benfield 2003 Plate 11 D].,1,false,2011-10-21 14:18:49.0
http://vocab.nerc.ac.uk/collection/L22/current/TOOL0710/,SDN:L22::TOOL0710,TRIAXYS directional wave sensor,"A sensor packaged in a small stainless steel box with a single connector for power and data that outputs fully processed wave data. Sampling is in bursts from 1-34 minutes with a sampling interval from 5-1440 minutes. It may be located anywhere on a floating platform and comprises three accelerometers and three rate sensors that measure displacement along the three orthogonal axes of the platform. Direction is measured using a gimballed fluxgate compass. Resolution is 0.01m for height, 0.1 second for period and one degree for direction. Accuracy is better than 2% for height and period and 3 degrees for direction. More information is available in http://axystechnologies.com/wp-content/uploads/2014/01/TRIAXYS-NW-Sensors-Digital-Layout.pdf.",1,false,2014-06-30 14:49:20.0
http://vocab.nerc.ac.uk/collection/L22/current/TOOL0736/,SDN:L22::TOOL0736,Omega KFH series strain gauge,"Pre-wired, miniature strain gauges. The series contains linear pattern precision gauges (0.3 mm to 20 mm grids), planar XY pattern (Tee Rosette) (0 / 90 degrees) gauges (0.6 to 6 mm grids) and planar rosette pattern (0 / 45 / 90 degrees) gauges (0.6 to 6 mm grids). All models are available with 1 or 3 meter leads, 120 or 350 nominal resistance (ohms). Resistance tolerance, +/- 0.35 % (+/- 1 %, with 0.6 mm and 1.5 mm grid length). Gauge factor, ~2. Gauge factor tolerance, +/- 1 % (+/- 1.5 %, with 0.6 mm and 1.5 mm grid length).",1,false,2014-07-16 17:05:28.0
http://vocab.nerc.ac.uk/collection/L22/current/TOOL1375/,SDN:L22::TOOL1375,Unspecified HAPS corer,"A generic term for a HAPS corer. It is a gravity corer that is designed to collect undisturbed sediments from hard and coarse material, such as sand. It typically consists of a triangular frame and a core barrel with tight top valve and core catcher to prevent porewater loss. The frame is weighted to penetrate the sediment but can be equipped with vibrator units to aid penetration.",1,false,2019-12-10 10:47:35.0
http://vocab.nerc.ac.uk/collection/L22/current/TOOL0359/,SDN:L22::TOOL0359,Institut Francais du Petrole Flexotir seismic source,"A seismic source whereby small charges (50-150g) are propelled through a rubber hose by water under pressure into an empty, perforated sphere where they are detonated. The holes in the sphere allow the water repelled by the explosion to flow in and out, thus dissipating some of the energy in the bubble effect. Flexotir was commonly used as an energy source for seafloor seismic surveys during the 1970s.",1,false,2010-11-24 09:31:30.0
http://vocab.nerc.ac.uk/collection/L22/current/TOOL0579/,SDN:L22::TOOL0579,D and A Instruments Optical Backscatter Sensor OBS-3,Optical backscatter instrument measuring scattering in water between 140 - 160deg for a wavelength of 875nm. It has a turbidity range of 0-2000 FTU and a maximum working depth of 500m. This instrument was superseded by the OBS-3+ model in 2005. The D and A Instrument Company and its OBS product line were purchased by Campbell Scientific Inc who now has full responsibility for D and A Instruments.,1,false,2012-12-18 15:09:37.0
